Sindarin	English
Brethil nui mellyrn	There is a birch tree under the mallorn trees
Gwilwileth or alph	There is a butterfly above the swan
Tinnu aphada Chelluin	A spark/small star follows Sirius
I laiss e-mallorn ernediaid	The leaves of the mallorn are numberless
El-lass dithen, el-lass fíreb	One tiny leaf, one fading leaf
Gâr chinnen. Ir dannatha?	Holds my eyes. When will it fall?
I-'îl gelair fîr	The brilliant star is fading
Si e gwanna Menel	Now it departs the heavens
Si gwannathon i amar	Now I will depart the world
Garel lass vi cammen	Holding a leaf in my hand
I laiss i-ferin thuiar	The leaves of the beeches breathe
I 'wilith lim echui aur	The sparkling air of day's awakening
I mrethil peliar duiw laiss	The birches spread the buds of leaves
Af filig linnol der' ennas	For the small singing birds to linger there
Vi Ithilien, dôr lenthir lind	In Ithilien, land of the tuneful waterfalls
Gorain nesta velethril nín	Wandering-together heals my beloved
I-'wathrad Balannor	The Darkening of Valinor
A! Tollen gûr na Balannor	O! Come is death to Valinor
Nu goll dhúath e nathron dhonn	Under shadowy cloak of the dark weaver
Onethelais panna i nôr	Yavanna fills the place
Gelaidh gelaid go linnod an	of the Trees of Light with a chant for
Nestad. Ai nae úamdir dâr.	Healing. Ah alas no hope remains
Harnannin athan nestad bân	Wounded beyond all healing
Telperion a Laurelin	Are Telperion and Laurelin
In edhil sí awarthar Dhûn	The elves there depart the west
Farol i viriath corin	Seeking the jewels made
E galad vedui o Aman	From the last light of Aman
I aear dholl. Saer dîn vanadh	The sea is dark. Bitter their fate
Aphadar 'lîn e-fast i chîn	They follow the gleam of the hair of the children
Finarfin. Athradar athrad	Of Finarfin. They cross the icy
Chelegnen. Sí falas thrúnen	Passage. There is the eastern shore
I ithil eria. Romru cân	The moon rises. Trumpets ring out
Vi dýr ennui nu Anor	In western lands beneath the Sun
Ned echuir lyth eriar	In spring flowers rise
I yrn ethuiwar, nin nurar	The trees bud, waters run
Ar aew verin linnar	And the merry little birds sing
Ennas dû alfanui	There it is cloudless night
A ferin 'irith gerir	And shuddering beaches hold
I elenath, viriath fain	The starry host, the white jewels
Vi finnel gelfib dîn	On their branching hair
Sí na veth bâden im derel	Here at my path's end I am lingering
Vi dúath dofn tummen	In deep darkness buried
Atham meraid velig a tynd	Beyond towers strong and high
Athan eryd bain beraidh	Beyond all mountains steep
Or 'waith bain nura Anor	Above all shadows rides the Sun
A panlû elin cuinar	And stars always dwell
Ú-pedithon 'i-aur gwann'	I will not say 'The day is done'
Egor nai îl 'namarië'	Or to the stars 'farewell'
I Gair Vedui	The Last Ship
Ir geil thinner Fíriel tirn-ed	When stars faded, Fíriel looked out
I fuin thind gwannol	The gray night was going
I orlinn, aew goll, palan-	The dawn-singer, reddish-gold bird, from afar
Nallant gaun lim a maeg	Crowed its cry clear and shrill
Gelaidh dhuir, minuial ’ael	The trees were dark, the dawn pale
In emlin gliriel	The yellowhammers were singing
Gwaew athrant, i ring a lain	A wind passed, which cool and frail
Trî laiss dhyll reniant	Across the dim leaves strayed
Na chenneth tirn i ’lîn ’alol	At the window she watched the gleam growing
Al lû calad and ’ael	Until the long light was glimmering
Bo talf a lass; bo thâr ennas	On land and leaf; on the grass there
I vîdh vith hilivren	The gray dew glittering
Or phain tail thín fain athranner	Over the floorboards her white feet crossed
A dad bendrath tinner	And down the staircase twinkled
Revianner cabel trî thâr	They sailed leaping through all the grass
Bân i garel ’wing mîdh	Which was holding drops of dew
Taeg hammad thín gâr viriath	The edge of her garment held jewels
Norn e dad i hîr	She ran down to the river
Be dulu garel delch dathren	Holding the stem of a willow as a prop
E tirn i nen thinnol	She watched the glinting water
Heledir dannant dad be harn	A kingfisher dropped down like a stone
Vi aglar thlûn dannol	Falling in a blue flash
Pent Malbeth i Diriel	Spoke Malbeth the Seer
Erin ennor pelia gwathand	Over the land there spreads a long shadow
nan annn rovail môr rimmol	westward flowing wings of darkness
I vinas gîr. Nan serch erain	The Tower trembles. To the tombs of kings
manadh anglenna. I echui	doom approaches. It is the awakening of
I Firn. I lû Gwedwerwaith tôl	the dead. The Oathbreakers' time comes
Ne Gond Erech adylithar	at the Stone of Erech they shall stand again
Lastathar romru ath emyn	and will hear a horn ringing across hills
Man gerel rom? Man estol hain	Who holding the horn? Who will be calling them
E thinnu thind, i 'waith ú-rîn?	from the grey twilight, the forgotten people?
I chîl pen amman gwestanner	The heir of him to whom they swore
O Forven telitha. Baur horth'	From the North shall he come, need driving
Athratha Fen nadh Raid i Firn	He shall pass the Door to the Paths of the Dead
Íre rávanna	Desire to the wilderness
Ae aníral hired ist o laim edhellin	If it is your wish to find knowledge about the Elvish languages
tullil na had vaer!	you have come to a good place!
Ae ú-bedil pedi i lam in-gelydh egor i lam edhellen dan aníral istad	If you do not speak Quenya or Sindarin
cenithal aen nan berf in-geliad	you should take a look at the language courses
Ae geril hannas uin laim hin	If you are able to understand these languages
aníron gerithal 'lass cenel i nern a 'lîr!	then I wish you joy in reading through the poems and texts!
I vrennil vain ben-dihenad	La Belle Dame sans Merci
Man naeg mathal, ae maethor veren	O what can ail thee, knight-at-arms
Erui reniol ar nimp?	Alone and palely loitering?
I thâr pellen uin ael	The sedge has withered from the lake
Ar ú-linnar in aew	And no birds sing
Man naeg mathal, ae maethor veren	O what can ail thee, knight-at-arms
I naer ar pen-lalaith?	So haggard and so woe-begone?
I dorech en-nâr pant	The squirrel's granary is full
Ar tolthad en-iau coren	And the harvest's done
Cenin loth erin hin lín	I see a lily on thy brow
Na naeg ar lhêw limminnen	With anguish moist and fever-dew
Ar mi nêf lín veril firiel	And on thy cheeks a fading rose
I lagor pêl	Fast withereth too
Govannen vrennil na i nain	I met a lady in the meads
I bainwain, hên in-edhil	Full beautiful, a faery's child
Finnel dín and, i dâl dín lim	Her hair was long, her foot was light
Ar hin dín vrêg	And her eyes were wild
Agoren rê an ndôl dín	I made a garland for her head
Ar mêr adh rainc ar loth	And bracelets too, and fragrant zone
Cenn na nin sui meliel	She looked at me as she did love
Ar pent na lhoss velui	And made sweet moan
Nan roch nín meleg harn	I set her on my pacing steed
Ar ú-gennin nad an aur and	And nothing else saw all day long
An tirn na venath linnol	For sidelong would she bend and sing
in glêr edhellin	A faery's song
Hirn hylch velui enni	She found me roots of relish sweet
Ar 'lê throvan ar Viruvor	And honey wild and manna-dew
Na ú-istassen lam e pent	And sure in language strange she said
'Gen melin thenin'	'I love thee true'
Tunc nin na i fela dín	She took me to her elfin grot
Ar ennas nêr dín siriant	And there she wept and sighed full sore
Ar ennas sollin hin dín mrêg	And there I shut her wild wild eyes
mithol canad lui	With kisses four
Ar tunc nan êdh nin ennas	And there she lulled me asleep
Ar ennas oltha enni, ae	And there I dreamed - Ah! woe betide!
I ôl vedui i oltha uireb	The latest dream I ever dreamt
Nan dalad amon ring	On the cold hill side
Cennin erain thind, ar conin nimp	I saw pale kings and princes too
ar vaethyr vith, sui firn pain	Pale warriors, death-pale were they all
Nallant 'I vrennil vain ben-dihenad	They cried - 'La Belle Dame sans Merci
Si baugla le	Thee hath in thrall
Cennin i nêf thairn hýn	I saw their starved lips in the gloam
Nan gortheb pith edrannen pann	With horrid warning gaped wide
Ar echui nin hirnin si	And I awoke and found me here
Nan dalad amon ring	On the cold hill's side
Ar sen an darthon hi	And this is why I sojourn here
Erui reniol ar nimp	Alone and palely loitering
Ir thâr pellen uin ael	Though the sedge is withered from the lake
Ar ú-linnar in aew	And no birds sing
I nennin	The fallen
A linn' o laiss, o laiss dhennin	O sing of leaves, of fallen leaves
pen-gwanod carallaiss caedar	and countless leaves of red there lie
A ceno yrn, i velegyrn	O see the trees, the mighty trees
gelin peleth a gurth dîn lint	of green now swiftly fade and die
Bronatha cuil, egor fern pân	Will life remain, will all be lost
ú-belin peded han	Nothing certain I can say
I galad io, i naur si gwann	The light is past, the flame is gone
aur vîn en-umarth pant	ill-fated is now our day
A matho hûl, i cheleg-hûl	O feel the wind, the icy wind
sui aew thiar i nennin laiss	like birds the fallen leaves fly by
Mar loss telitha, loss buig ring	When will the snow, the clean cold snow
of Forod, dannatha of fain?	come from the North, fall from the sky?
No tebitha carallassath	O may it cover all red leaves
no díhenol e-gaun vîn meth	and mercifully silence our cry
Aduial	Evendim
Aduial erin nen	Evendim on the water
sui cenedril i ael	Like a mirror is the lake
tâd gwoen reviar	Two geese are flying
Calad goll thinna	Light fades to darkness
i thâr thlossui	the whispering grass
i amar dâr thuiad	the world holds its breath
Tôl ithilgalad hilivren	Comes now the glittering moonlight
menel-vír síla	Sky-jewel illumines
nan râd nín na mar	My homeward path
ú-balan morchant nín	Not far is my shadow
nîr vín dennir	our tears are falling
al lû 'wann vain	for a lost moment of beauty
Cuil nîn prestannen	My life is changed
Tolel nan guil nîn	You came into my life
sui gwath nef fuin	like a shadow in the night
sui lhoss ned dîn	like a whisper in silence
sui ross min ael	like rain in the lake
Gen aníron mathad	I want to feel you
sui gwaew min nîf nîn	like wind on my face
sui Anor na flâd nîn	like the sun on my skin
sui naur nedh guren	like a fire in my heart
Cuil nîn prestannen	My life is changed
sui loth ned echuir	like a flower in spring
sui sîr neth thrîw	like a river in winter
sui gwilith ab ross	like the air after rain
Le ú-iston	I do not know you
amman im trastannen?	Why am I stirred?
amman lalaith nîn gell?	Why is my laughter so happy?
man eneth lîn?	What is your name?
Man râd bedithon aen?	Which way should I choose?
Nin pennir	I was told
i guil nîn sui râd dîr	my life is like a straight way
dan nauthon	but I think
tolen na tharbad	I've come to a crossroad
Nin pennir	I was told
min meleth mi guil	there is one love in life
dan mathon	but I feel
guren han ú-bêd	my heart doesn't say so
Nin pennir	I was told
'aphado i râd dîr!'	'follow the right way!'
dan nauthon	but I think
i râd hen faeg enni	this way is wrong for me
Nin pennir	I was told
ú-'wedhir edhil nan firib	that elves don't bind with mortals
dan mathon	but I feel
sui Lúthien im aen	that maybe I'm like Luthien
Nin pennir	I was told
'aphado i râd dîr!'	'follow the right way!'
dan ú-iston	but I don't know
man râd bedithon aen?	which way should I choose?
Laer al Lothiel	Song for Lothiel
Laston i lalaith dîn	I hear her laughter
si nef hîr	on this side of the river
nef hirion	on this side of the stream
a darthon lúthannen	and I stay enchanted
na lam dîn main	by her beautiful voice
Cenin i chent dîn	I see her eyes
nef fuin min elei	at night, in my dreams
ah nin oltha	and I dream
o nîf dîn main	of her beautiful face
Mathon gam dîn	I feel her hand
ir govedim dholen	when we meet in secret
min gaim nîn	in my hands
lachol 'uren	setting my heart on fire
In oer Ivann	Autumn days
Gwanna i menel vorn	The dark sky is leaving
Meth en-fuin	End of the night
Eria hith min imlaid	Now raises mist in the valleys
Dolen i aur	Hidden the day
Dant calad trî i chith	Light falls trough the fog
Thia aer goll	Like a golden sea it seems
Na vedui echuia aur	At last awakens the day
Linnar in aew	And sing the birds
Golass e-dawar sui côl	Red-gold the leaves of the forest
I chith gwann	Gone is the mist
Tinu nan gelaid míriar	Sparks at the trees are glittering
Sui nîr Anor	Like tears of the sun
Lhossui sûl trasta 'ylf	A whispering wind stirs the branches
Girir i laiss	A shudder in the leaves
Sui ross vallen dennir	Like a golden rain they are falling
Ned oer Ivann	In Yavanna's days
Rath Fair	Man's road
Gardhrain ameriol an ngovaded i amrûn goll	Horizon rising up to meet the purple dawn
i astrog nallol	Dust demon screaming
toltho thoron a thoged nin	bring an eagle to lead me on
an min gûr nín celin gaul long	For in my heart I carry such a heavy load
si bedin na rath Fair	Here I am on Man's road
padol rath Fair, padol rath Fair	walking Man's road, walking Man's road
Boe enni maded, darthad, dan ú-belin caedo	I'm hungry, weary, but I cannot lay me down
i ross tôl	The rain comes
loen, nad ú-chirnin a thobad nin	dreary, but there's no shelter I have found
lû anann na hirin i mâr nín	It will be a long time till I find my abode
si bedin na rath Fair	Here I am on Man's road
padol rath Fair, padol rath Fair	walking Man's road
Ithil eriol, dolthol raith erib nan genid glass	Moon rising, disguising lonely streets in gay displays
in elin thinnar	The stars fade
i vôr danna, câr 'ardh gostad	the night shade falls and makes the world afraid
dartha dínen a mreithad Menel	It waits in silence for the sky to explode
si bedin na rath Fair	Here I am on Man's road
padol rath Fair, padol rath Fair	walking Man's road, walking Man's road
